name num_pos num_neg frac_num_neg total weight_pos weight_neg frac_weighted_num_neg total_weight
randomnet7_55 11 11.00 0.5 22 3.98 4.20 0.51 8.18
randomnet7_56 2 1.00 0.3333333333333333 3 0.83 1.00 0.55 1.83
randomnet7_57 12 7.00 0.3684210526315789 19 3.60 1.76 0.33 5.36
randomnet7_58 4 4.00 0.5 8 1.12 1.92 0.63 3.03
randomnet7_59 3 8.00 0.7272727272727273 11 0.87 3.03 0.78 3.90
randomnet7_6 14 14.00 0.5 28 3.03 3.17 0.51 6.20
randomnet7_60 15 15.00 0.5 30 5.11 5.57 0.52 10.68
randomnet7_61 6 13.00 0.6842105263157895 19 2.33 4.08 0.64 6.41
randomnet7_62 5 2.00 0.2857142857142857 7 2.25 1.33 0.37 3.58
randomnet7_63 5 6.00 0.5454545454545454 11 2.37 3.12 0.57 5.48
randomnet7_64 3 1.00 0.25 4 1.83 1.00 0.35 2.83
randomnet7_65 11 17.00 0.6071428571428571 28 2.83 5.17 0.65 7.99
randomnet7_66 9 13.00 0.5909090909090909 22 2.96 4.98 0.63 7.94
randomnet7_67 5 8.00 0.6153846153846154 13 1.67 3.28 0.66 4.95
randomnet7_68 15 9.00 0.375 24 5.16 3.15 0.38 8.31
randomnet7_69 4 3.00 0.42857142857142855 7 2.70 1.83 0.40 4.53
randomnet7_7 8 11.00 0.5789473684210527 19 3.23 4.95 0.60 8.18
randomnet7_70 2 10.00 0.8333333333333334 12 2.00 3.78 0.65 5.78
randomnet7_71 3 3.00 0.5 6 1.58 2.50 0.61 4.08
randomnet7_72 17 11.00 0.39285714285714285 28 6.10 3.05 0.33 9.15
randomnet7_73 5 3.00 0.375 8 2.42 1.83 0.43 4.25
randomnet7_74 6 7.00 0.5384615384615384 13 1.65 1.73 0.51 3.38
randomnet7_75 4 5.00 0.5555555555555556 9 2.08 1.37 0.40 3.45
randomnet7_76 2 8.00 0.8 10 1.33 2.57 0.66 3.90
randomnet7_77 4 7.00 0.6363636363636364 11 2.25 4.58 0.67 6.83
randomnet7_78 5 8.00 0.6153846153846154 13 1.81 2.37 0.57 4.18
randomnet7_79 2 1.00 0.3333333333333333 3 1.33 1.00 0.43 2.33
randomnet7_8 5 7.00 0.5833333333333334 12 2.50 3.50 0.58 6.00
randomnet7_80 8 13.00 0.6190476190476191 21 2.95 4.13 0.58 7.08
randomnet7_81 1 5.00 0.8333333333333334 6 1.00 3.03 0.75 4.03
randomnet7_82 10 3.00 0.23076923076923078 13 5.92 0.95 0.14 6.87
randomnet7_83 5 6.00 0.5454545454545454 11 2.83 3.53 0.55 6.37
randomnet7_84 7 1.00 0.125 8 1.73 1.00 0.37 2.73
randomnet7_85 7 9.00 0.5625 16 2.23 2.78 0.55 5.02
randomnet7_86 2 6.00 0.75 8 1.50 2.92 0.66 4.42
randomnet7_87 2 4.00 0.6666666666666666 6 0.58 2.17 0.79 2.75
randomnet7_88 4 5.00 0.5555555555555556 9 1.42 1.67 0.54 3.08
randomnet7_89 5 6.00 0.5454545454545454 11 1.95 1.62 0.45 3.57
randomnet7_9 14 9.00 0.391304347826087 23 6.57 2.65 0.29 9.22
randomnet7_90 16 29.00 0.6444444444444445 45 6.24 7.97 0.56 14.21
randomnet7_91 11 8.00 0.42105263157894735 19 2.58 4.17 0.62 6.75
randomnet7_92 8 2.00 0.2 10 3.12 0.67 0.18 3.78
randomnet7_93 7 7.00 0.5 14 3.17 2.87 0.48 6.03
randomnet7_94 8 11.00 0.5789473684210527 19 3.12 4.49 0.59 7.60
randomnet7_95 6 5.00 0.45454545454545453 11 2.73 2.83 0.51 5.57
randomnet7_96 15 4.00 0.21052631578947367 19 5.13 1.37 0.21 6.50
randomnet7_97 11 12.00 0.5217391304347826 23 3.07 3.64 0.54 6.70
randomnet7_98 13 12.00 0.48 25 4.05 4.01 0.50 8.06
randomnet7_99 13 16.00 0.5517241379310345 29 3.81 5.40 0.59 9.21
randomnet8_1 19 26.00 0.5777777777777777 45 5.33 6.94 0.57 12.27
randomnet8_10 13 10.00 0.43478260869565216 23 5.02 3.05 0.38 8.07
randomnet8_100 16 16.00 0.5 32 7.44 5.08 0.41 12.52
randomnet8_11 3 5.00 0.625 8 1.17 2.20 0.65 3.37
randomnet8_12 10 10.00 0.5 20 3.57 4.34 0.55 7.91
randomnet8_13 16 20.00 0.5555555555555556 36 3.66 5.35 0.59 9.02
randomnet8_14 2 6.00 0.75 8 2.00 2.75 0.58 4.75
randomnet8_15 24 15.00 0.38461538461538464 39 7.51 4.66 0.38 12.17
randomnet8_16 10 9.00 0.47368421052631576 19 4.84 3.25 0.40 8.09
randomnet8_17 5 9.00 0.6428571428571429 14 2.28 2.13 0.48 4.42
randomnet8_18 12 10.00 0.45454545454545453 22 4.65 2.90 0.38 7.55
randomnet8_19 9 10.00 0.5263157894736842 19 3.73 4.35 0.54 8.08
randomnet8_2 4 8.00 0.6666666666666666 12 2.17 4.17 0.66 6.33
randomnet8_20 7 9.00 0.5625 16 2.40 3.01 0.56 5.41
randomnet8_21 30 28.00 0.4827586206896552 58 6.93 6.82 0.50 13.75
randomnet8_22 9 11.00 0.55 20 2.60 2.63 0.50 5.23
randomnet8_23 21 23.00 0.5227272727272727 44 6.04 5.96 0.50 12.01
randomnet8_24 3 3.00 0.5 6 1.33 2.50 0.65 3.83
randomnet8_25 24 25.00 0.5102040816326531 49 7.33 6.42 0.47 13.75
randomnet8_26 6 6.00 0.5 12 2.03 2.75 0.57 4.78
randomnet8_27 9 10.00 0.5263157894736842 19 3.53 3.62 0.51 7.15
randomnet8_28 19 11.00 0.36666666666666664 30 6.60 2.63 0.29 9.23
randomnet8_29 16 19.00 0.5428571428571428 35 4.77 6.69 0.58 11.46
randomnet8_3 7 6.00 0.46153846153846156 13 3.39 1.81 0.35 5.20
randomnet8_30 6 4.00 0.4 10 3.33 2.08 0.38 5.42
randomnet8_31 2 9.00 0.8181818181818182 11 0.45 3.40 0.88 3.85
randomnet8_32 23 16.00 0.41025641025641024 39 6.49 3.46 0.35 9.95
randomnet8_33 25 21.00 0.45652173913043476 46 6.26 4.58 0.42 10.83
randomnet8_34 19 28.00 0.5957446808510638 47 5.27 6.60 0.56 11.87
randomnet8_35 21 17.00 0.4473684210526316 38 6.45 4.11 0.39 10.56
randomnet8_36 11 8.00 0.42105263157894735 19 3.11 2.98 0.49 6.09
randomnet8_37 14 12.00 0.46153846153846156 26 4.04 4.86 0.55 8.90
randomnet8_38 21 17.00 0.4473684210526316 38 5.88 4.14 0.41 10.02
randomnet8_39 15 32.00 0.6808510638297872 47 3.73 8.42 0.69 12.15
randomnet8_4 50 46.00 0.4791666666666667 96 10.31 10.63 0.51 20.94
randomnet8_40 9 9.00 0.5 18 2.93 3.26 0.53 6.19
randomnet8_41 23 16.00 0.41025641025641024 39 6.84 4.24 0.38 11.09
randomnet8_42 13 19.00 0.59375 32 4.30 5.81 0.57 10.11
randomnet8_43 23 22.00 0.4888888888888889 45 4.86 6.01 0.55 10.87
randomnet8_44 3 8.00 0.7272727272727273 11 0.84 3.20 0.79 4.04
randomnet8_45 14 14.00 0.5 28 3.11 5.02 0.62 8.13
randomnet8_46 12 12.00 0.5 24 4.26 3.99 0.48 8.25
randomnet8_47 2 3.00 0.6 5 1.50 3.00 0.67 4.50
randomnet8_48 10 3.00 0.23076923076923078 13 4.23 1.58 0.27 5.82
randomnet8_49 32 42.00 0.5675675675675675 74 7.32 9.95 0.58 17.26
randomnet8_5 31 32.00 0.5079365079365079 63 8.20 7.96 0.49 16.16
randomnet8_50 35 43.00 0.5512820512820513 78 9.10 9.83 0.52 18.93
randomnet8_51 5 9.00 0.6428571428571429 14 1.90 4.14 0.69 6.04
randomnet8_52 31 46.00 0.5974025974025974 77 6.34 12.89 0.67 19.23
randomnet8_53 18 23.00 0.5609756097560976 41 3.94 7.34 0.65 11.28
randomnet8_54 18 25.00 0.5813953488372093 43 5.12 7.64 0.60 12.76
randomnet8_55 9 16.00 0.64 25 3.45 7.13 0.67 10.58
randomnet8_56 15 21.00 0.5833333333333334 36 4.61 7.08 0.61 11.69
randomnet8_57 6 7.00 0.5384615384615384 13 1.75 2.68 0.61 4.43
randomnet8_58 12 16.00 0.5714285714285714 28 2.83 5.33 0.65 8.15
randomnet8_59 25 34.00 0.576271186440678 59 7.76 8.81 0.53 16.57
randomnet8_6 8 9.00 0.5294117647058824 17 4.25 5.12 0.55 9.37
randomnet8_60 51 51.00 0.5 102 12.02 12.27 0.51 24.29
randomnet8_61 18 27.00 0.6 45 3.99 5.64 0.59 9.63
randomnet8_62 8 9.00 0.5294117647058824 17 2.15 3.58 0.62 5.73
randomnet8_63 6 5.00 0.45454545454545453 11 2.33 2.73 0.54 5.07
randomnet8_64 10 8.00 0.4444444444444444 18 2.86 2.12 0.43 4.98
randomnet8_65 13 7.00 0.35 20 4.46 2.55 0.36 7.01
randomnet8_66 19 19.00 0.5 38 6.30 7.18 0.53 13.48
randomnet8_67 4 5.00 0.5555555555555556 9 1.33 3.03 0.69 4.37
randomnet8_68 18 18.00 0.5 36 5.13 4.99 0.49 10.12
randomnet8_69 41 34.00 0.4533333333333333 75 9.82 9.53 0.49 19.35
randomnet8_7 14 14.00 0.5 28 4.58 3.91 0.46 8.49
randomnet8_70 6 2.00 0.25 8 2.08 0.67 0.24 2.75
randomnet8_71 14 16.00 0.5333333333333333 30 3.33 4.97 0.60 8.30
randomnet8_72 18 11.00 0.3793103448275862 29 4.32 2.64 0.38 6.96
randomnet8_73 8 6.00 0.42857142857142855 14 4.42 2.67 0.38 7.08
randomnet8_74 10 9.00 0.47368421052631576 19 4.70 3.70 0.44 8.40
randomnet8_75 13 11.00 0.4583333333333333 24 4.14 3.79 0.48 7.92
randomnet8_76 13 18.00 0.5806451612903226 31 4.21 5.13 0.55 9.34
randomnet8_77 5 17.00 0.7727272727272727 22 1.45 5.11 0.78 6.56
randomnet8_78 5 14.00 0.7368421052631579 19 2.95 6.92 0.70 9.87
randomnet8_79 34 31.00 0.47692307692307695 65 8.29 7.95 0.49 16.24
randomnet8_8 28 26.00 0.48148148148148145 54 7.68 5.99 0.44 13.67
randomnet8_80 8 6.00 0.42857142857142855 14 2.33 2.31 0.50 4.63
randomnet8_81 13 9.00 0.4090909090909091 22 6.26 2.23 0.26 8.49
randomnet8_82 13 25.00 0.6578947368421053 38 3.53 8.03 0.69 11.55
randomnet8_83 10 9.00 0.47368421052631576 19 4.45 2.98 0.40 7.43
randomnet8_84 18 13.00 0.41935483870967744 31 4.43 3.95 0.47 8.38
randomnet8_85 16 15.00 0.4838709677419355 31 4.67 6.10 0.57 10.77
randomnet8_86 15 13.00 0.4642857142857143 28 5.00 3.19 0.39 8.19
randomnet8_87 20 18.00 0.47368421052631576 38 6.24 6.38 0.51 12.62
randomnet8_88 7 14.00 0.6666666666666666 21 3.78 4.10 0.52 7.88
randomnet8_89 5 4.00 0.4444444444444444 9 2.17 1.28 0.37 3.45
randomnet8_9 7 7.00 0.5 14 1.68 2.70 0.62 4.38
randomnet8_90 12 8.00 0.4 20 4.68 2.48 0.35 7.16
randomnet8_91 27 28.00 0.509090909090909 55 6.46 6.52 0.50 12.98
randomnet8_92 23 21.00 0.4772727272727273 44 5.62 5.64 0.50 11.26
randomnet8_93 13 18.00 0.5806451612903226 31 3.54 5.04 0.59 8.58
randomnet8_94 8 4.00 0.3333333333333333 12 2.10 1.17 0.36 3.27
randomnet8_95 9 11.00 0.55 20 2.87 3.78 0.57 6.64
randomnet8_96 6 7.00 0.5384615384615384 13 2.39 1.73 0.42 4.13
randomnet8_97 40 30.00 0.42857142857142855 70 11.72 8.06 0.41 19.78
randomnet8_98 9 9.00 0.5 18 2.55 3.32 0.57 5.87
randomnet8_99 5 8.00 0.6153846153846154 13 1.23 4.20 0.77 5.43
silveira 14 1.00 0.06666666666666667 15 5.12 1.00 0.16 6.12
silveira2 23 1.00 0.041666666666666664 24 7.63 1.00 0.12 8.63
TGFB 11 2.00 0.15384615384615385 13 4.20 1.33 0.24 5.53
tian 3 0.00 0.0 3 1.17 0.00 0.00 1.17
Wnt 63 38.00 0.37623762376237624 101 12.67 5.78 0.31 18.44
